access_id,object_id,techno_complex,site_name,location,country,longitude,latitude,layer,dating_method,date_bp_max_min,excavation_year,material,object_type,length_mm,width_mm,depth_mm,preservation,short_description,references,line,obline,radline,dashline,circumline,notch,obnotch,radnotch,circumnotch,dot,cupule,cross,rhombus,grid,hatching,zigzag,zigzagrow,rectangle,hashtag,maccaroni,v,circumspiral,vulva,anthropomorph,zoomorph,paw,concenline,pinleft,pinright,star,other,sign_coding
578,vhc0099,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,DKS,C14,35810±710 - 25900±260,2008,ivory,undetermined,28.0,8.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 57.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
577,vhc0098,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,undetermined,32.0,10.0,5.0,fragmented,,Dutkiewicz E. 2019: Taf. 57.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
563,vhc0172,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,rod/bâton,11.0,10.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 51.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
575,vhc0096,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,ivory,undetermined,18.0,5.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 57.6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
564,vhc0086,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,bone,undetermined,,,,fragmented,,Dutkiewicz E. 2019: Taf. 59.12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
580,vhc0101,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2007,ivory,possible figurine,10.0,7.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 29.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
572,vhc0093,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,ivory,figurine undet.,61.0,23.0,8.0,fragmented,,Dutkiewicz E. 2019: Taf. 26.7-8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
537,vhc0060,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,possible figurine,29.0,15.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 29.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
570,vhc0091,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,ivory,possible figurine,14.0,8.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 29.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
569,vhc0174,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,ivory,undetermined,12.0,6.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 57.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
568,vhc0090,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,ivory,figurine zoomorph,37.0,28.0,12.0,complete,,Dutkiewicz E. 2019: Taf. 22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
567,vhc0089,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,ivory,undetermined,17.0,7.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 57.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
566,vhc0088,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,ivory,rod/bâton,48.0,14.0,5.0,fragmented,,Dutkiewicz E. 2019: Taf. 51.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
377,hym0001,Aurignacien,Hayonim Cave,Lower Galilee,Israel,35.218264,32.920089,D,AMS,29900 - 28980,,bone,other,,,,fragmented,notched gazelle scapula,Tejero J. M. et al. 2018: p. 5147 fig. 2; Alex B. et al. 2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
573,vhc0094,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2007,ivory,undetermined,11.0,5.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 57.4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
675,spy0004,Aurignacien,Spy,Spy (Namur),Belgium,4.673000,50.481000,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,bone,undetermined,,,,fragmented,,Pirson S. et al. 2013; Otte M. 1979: p. 290 fig. 117.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
520,vhc0044,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,figurine zoomorph,38.0,14.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 26.5-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
665,tdr0001,Aurignacien,Le Trou Du Renard,Furfooz,Belgium,4.950000,50.216000,Couche B,C14,33000 - 32000,,bone,undetermined,,,,fragmented,Engraved bone blade,Otte M. 1979: p. 101 fig. 24.1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
666,tdr0002,Aurignacien,Le Trou Du Renard,Furfooz,Belgium,4.950000,50.216000,Couche B,C14,33000 - 32000,,bone,undetermined,,,,almost complete,Engraved bone blade,Otte M. 1979: p. 101 fig. 24.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
701,gpp0003,Aurignacien,Grotte De La Princesse Pauline,Marche-les-Dames,Belgium,4.960000,50.485000,,AMS,25580±170,,ivory,undetermined,,,,fragmented,engraved ivory blade,Otte M. 1979: p. 327 fig. 137.6; Flas D. 2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
700,gpp0002,Aurignacien,Grotte De La Princesse Pauline,Marche-les-Dames,Belgium,4.960000,50.485000,,AMS,25580±170,,antler,bâton percé,,,,fragmented,lame en bois de cervidé perforée et encochée,Otte M. 1979: p. 327 fig. 137.4; Flas D. 2005,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
699,gpp0001,Aurignacien,Grotte De La Princesse Pauline,Marche-les-Dames,Belgium,4.960000,50.485000,,AMS,25580±170,,ivory,spatula/lissoir,,,,fragmented,"lame d'ivoire entaillée et
sectionnée",Otte M. 1979: p. 326 fig. 136.4; Flas D. 2005,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
579,vhc0100,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,bone,tube/flute,10.0,6.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 36.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
703,gpp0004,Aurignacien,Grotte De La Princesse Pauline,Marche-les-Dames,Belgium,4.960000,50.485000,,AMS,25580±170,,ivory,personal ornament,,,,fragmented,Fragment d’anneau en ivoire encoché,Otte M. 1979: p. 329 fig. 139,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
533,vhc0056,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,rod/bâton,20.0,14.0,7.0,fragmented,,Dutkiewicz E. 2019: Taf. 51.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
718,taw0001,Aurignacien,Trou al'Wesse,Modave,Belgium,5.291957,50.429868,,C14,33600±550 - 30750±850,,antler,point,,,,almost complete,antler point,Miller R. et al. 2011; Otte M. 1979: p. 431 fig. 186.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
719,egh0001,Aurignacien,d'Engihoul,Éhein,Belgium,5.408889,50.578056,,,,1931,bone,other,,,,fragmented,notched rib,Otte M. 1979: p. 471 fig. 202.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
720,gff0001,Aurignacien,Grottes de Fonds-de-Forêt,Forêt,Belgium,5.698889,50.593056,C6 с d - C7 a,C14,33830±1790 - 29470±640,,bone,personal ornament,,,,complete,notched bone pendad,Zilhão  J. 2007; Otte M. 1979: p. 513 fig. 219.6; Dewez M. 1989,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
725,msc0005,Aurignacien,Maisières-Canal,Maisières,Belgium,3.976944,50.481944,,C14,33000 - 32000,,ivory,personal ornament,,,,fragmented,ivory pin decorated,Dinnis R. & Flas D. 2016; Otte M. 1979: p. 555 fig. 243.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
584,vhc0105,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,ivory,possible flute,13.0,2.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 32.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
582,vhc0103,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,bone,undetermined,18.0,5.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 59.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
46,laf0010,Aurignacien,La Ferrassie,Savignac-de-Miremont,France,0.928000,44.952000,H,OSL,37200±1900,1902,limestone,bloc,290.0,480.0,180.0,fragmented,limestone bloc with vulva representations,Guerin G. et al. 2015; Duhard J.-P. et al. 2014: p. 48 fig. 87 88;  Delluc B. & Delluc G. 1978: p. 285 fig. 43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
494,vhc0020,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,personal ornament,28.0,10.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 37.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
511,vhc0035,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,figurine zoomorph,14.0,10.0,6.0,fragmented,,Dutkiewicz E. 2019: Taf. 16a.2 16b.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
540,vhc0063,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2007,bone,undetermined,19.0,7.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf.59.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
539,vhc0062,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2007,ivory,personal ornament,13.0,5.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 56.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
538,vhc0061,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2007,ivory,possible flute,9.0,2.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 32.13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
531,vhc0054,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,possible figurine,20.0,9.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 28.10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
521,vhc0045,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,flute,21.0,7.0,,fragmented,,Dutkiewicz E. 2019: Taf. 32.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
541,vhc0064,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2007,bone,flute,22.0,5.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 34.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
512,vhc0036,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,bone,undetermined,17.0,5.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 59.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
542,vhc0065,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2007,ivory,personal ornament,13.0,6.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 37.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
514,vhc0038,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,figurine undet.,15.0,5.0,1.0,fragmented,,Dutkiewicz E. 2019: Taf. 27.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
515,vhc0039,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,bone,undetermined,10.0,5.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 59.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
516,vhc0040,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,bone,tube/flute,13.0,5.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 36.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
517,vhc0041,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,figurine undet.,24.0,17.0,5.0,fragmented,,Dutkiewicz E. 2019: Taf. 27.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
518,vhc0042,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,bone,undetermined,11.0,4.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 59.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
549,vhc0072,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,undetermined,17.0,4.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 56.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
502,vhc0170,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,possible figurine,19.0,9.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 28.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
530,vhc0053,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,bone,undetermined,17.0,6.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 59.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
548,vhc0071,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,bone,undetermined,14.0,4.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 59.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
547,vhc0070,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,bone,tube/flute,17.0,7.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 36.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
546,vhc0069,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2007,ivory,personal ornament,10.0,5.0,4.0,almost complete,,Dutkiewicz E. 2019: Taf. 37.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
545,vhc0068,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2007,ivory,undetermined,9.0,4.0,1.0,fragmented,,Dutkiewicz E. 2019: Taf. 56.13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
527,vhc0050,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2007,ivory,undetermined,11.0,3.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 56.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
528,vhc0051,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2007,ivory,undetermined,41.0,14.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 56.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
536,vhc0059,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,figurine undet.,25.0,15.0,7.0,fragmented,,Dutkiewicz E. 2019: Taf. 27.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
544,vhc0067,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2007,ivory,awl,79.0,10.0,10.0,almost complete,,Dutkiewicz E. 2019: Taf. 46.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
385,hym0009,Aurignacien,Hayonim Cave,Lower Galilee,Israel,35.218264,32.920089,D 1-2,AMS,29900 - 28980,,bone,undetermined,,,,fragmented,notched hyoid bone of gazelle (missing image),Tejero J. M. et al. 2018: p. 5146 table 1; Alex B. et al. 2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
509,vhc0033,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2009,ivory,possible figurine,14.0,6.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 28.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
532,vhc0055,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,GF/KS,C14,35810±710 - 25900±260,2008,bone,tube/flute,9.0,5.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 36.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
551,vhc0074,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,undetermined,14.0,4.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 56.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
534,vhc0057,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,rod/bâton,14.0,4.0,1.0,fragmented,,Dutkiewicz E. 2019: Taf. 51.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
535,vhc0058,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,undetermined,8.0,6.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 56.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
543,vhc0066,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2007,ivory,undetermined,16.0,6.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 56.12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
529,vhc0052,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,figurine zoomorph,70.0,31.0,9.0,almost complete,,Dutkiewicz E. 2019: Taf. 24b-b,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
265,gzr0003,Aurignacien,Gatzarria,Ossas - Suhare,France,0.891389,43.139267,,AMS,36000±700 - 34400±550,,undetermined,spatula/lissoir,,,,fragmented,,Carolyn C. et al. 2012; San Juan C. et al.  2007: p. 103 fig. 3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
324,rbb0003,Aurignacien,Riparo Bombrini,Balzi Rossi,Italy,7.535453,43.783225,,C14,34200±500,1976 / 2002,bone,tube,,,,fragmented,"segment de diaphyse d’os
d’oiseaux décorés avec des incisions transversales",Mussi et al. 2006: p. 195 fig. 6e; Biette A. Negrino F.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
557,vhc0080,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,undetermined,19.0,7.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 56.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
558,vhc0081,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,undetermined,20.0,8.0,5.0,fragmented,,Dutkiewicz E. 2019: Taf. 57.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
559,vhc0082,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,possible figurine,11.0,6.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 29.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
560,vhc0083,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,ivory,possible figurine,11.0,9.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 29.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
731,gfh0001,Aurignacien,Göpfelsteinhöhle,Veringenstadt,Germany,9.209709,48.179760,,C14,,,bone,undetermined,,,,fragmented,decorated bone fragment,Zilhão  J. 2007; Hahn J. 1977: tafel 69 - 10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
