access_id,object_id,techno_complex,site_name,location,country,longitude,latitude,layer,dating_method,date_bp_max_min,excavation_year,material,object_type,length_mm,width_mm,depth_mm,preservation,short_description,references,line,obline,radline,dashline,circumline,notch,obnotch,radnotch,circumnotch,dot,cupule,cross,rhombus,grid,hatching,zigzag,zigzagrow,rectangle,hashtag,maccaroni,v,circumspiral,vulva,anthropomorph,zoomorph,paw,concenline,pinleft,pinright,star,other,sign_coding
561,vhc0084,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,ivory,figurine zoomorph,31.0,14.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 26.3-4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
555,vhc0078,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2007,ivory,figurine undet.,11.0,8.0,6.0,fragmented,,Dutkiewicz E. 2019: Taf. 27.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
499,vhc0025,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,undetermined,12.0,6.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 56.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
496,vhc0022,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2009,ivory,figurine zoomorph,41.0,11.0,9.0,fragmented,,Dutkiewicz E. 2019: Taf. 26.1.-2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
264,gzr0002,Aurignacien,Gatzarria,Ossas - Suhare,France,0.891389,43.139267,,AMS,36000±700 - 34400±550,,undetermined,spatula/lissoir,,,,almost complete,,Carolyn C. et al. 2012; San Juan C. et al.  2007: p. 103 fig. 2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257,gzr0001,Aurignacien,Gatzarria,Ossas - Suhare,France,0.891389,43.139267,,AMS,36000±700 - 34400±550,,ivory,personal ornament,,,,complete,trianguloid ivory pendant,Carolyn C. et al. 2012; Vanhaeren M. & d'Errico F. 2006: p. 1112 fig. 1.11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
338,wld0002,Aurignacien,Willendorf,Neunkirchen,Austria,15.404167,48.322222,4,C14,32000 - 31000,,bone,tube,,,,fragmented,bone fragment with crossing lines,Nigst P. R. 2006: p. 287 fig. 16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
310,pdh0001,Aurignacien,Pod Hradem,Pustý žleb canyon,Czech Republic,16.722650,49.371748,6,AMS,"41900±1800 - 28190±340
340",2011-2012,bone,rod/bâton,9.0,3.0,,fragmented,tubular bone rod decorated with a series of notches,Wright D. et al. 2014: p. 34 fig. 3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
319,rbb0001,Aurignacien,Riparo Bombrini,Balzi Rossi,Italy,7.535453,43.783225,,C14,34200±500,,bone,undetermined,,,,fragmented,fragment of a long bone of bird with notches and transverse incisions,Bertola S. et al. 2013: p. 132 fig. 8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
325,fnr0001,Aurignacien,Riparo di Fontana Nuova,Fontana Nuova di Ragusa,Italy,14.564000,36.786000,,,,1949,limestone,other,,,,fragmented,,Mussi et al. 2006: p. 195 fig. 6f; Chilardi S. et al. 1996,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
562,vhc0085,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,bone,undetermined,17.0,5.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 59.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
586,vhc0107,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2005,ivory,rod/bâton,29.0,12.0,5.0,fragmented,,Dutkiewicz E. 2019: Taf. 51.15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
503,vhc0171,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,possible figurine,11.0,8.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 28.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
504,vhc0028,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,undetermined,11.0,7.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
505,vhc0029,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,rod/bâton,23.0,10.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 51.10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
506,vhc0030,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,bone,tube/flute,23.0,11.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 36.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
507,vhc0031,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2009,bone,undetermined,35.0,7.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 59.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
508,vhc0032,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2009,bone,undetermined,17.0,4.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 59.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
556,vhc0079,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,figurine zoomorph,31.0,16.0,11.0,fragmented,,Dutkiewicz E. 2019: Taf. 25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
574,vhc0095,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,ivory,undetermined,37.0,24.0,7.0,fragmented,,Dutkiewicz E. 2019: Taf. 57.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
336,sda0001,Aurignacien,Šandalja II,Pula,Croatia,13.840197,44.864872,couche E,C14,23540±180,,bone,point,,,,fragmented,fragment distal de pointe ou poinçon décoré à sommet cassé et de section elliptique,Karavanić I. 2003: p. 592 fig. 9.10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
585,vhc0106,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,DL/KS,C14,35810±710 - 25900±260,2005,ivory,possible figurine,17.0,8.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf.29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
501,vhc0027,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,personal ornament,33.0,10.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 37.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
500,vhc0026,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,possible figurine,28.0,17.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 28.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
565,vhc0087,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,ivory,figurine zoomorph,56.0,17.0,6.0,fragmented,,Dutkiewicz E. 2019: Taf. 23,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
498,vhc0024,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,figurine undet.,24.0,10.0,6.0,fragmented,,Dutkiewicz E. 2019: Taf. 27.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
587,vhc0175,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HU/KS,C14,35810±710 - 25900±260,2005,ivory,rod/bâton,18.0,5.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 51.16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
497,vhc0023,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,bone,undetermined,23.0,11.0,5.0,fragmented,,Dutkiewicz E. 2019: Taf. 58.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
379,hym0003,Aurignacien,Hayonim Cave,Lower Galilee,Israel,35.218264,32.920089,D 1-2,AMS,29900 - 28980,,bone,other,,,,fragmented,notched gazelle scapula,Tejero J. M. et al. 2018: p. 5147 fig. 2; Alex B. et al. 2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
323,rbb0002,Aurignacien,Riparo Bombrini,Balzi Rossi,Italy,7.535453,43.783225,,C14,34200±500,1976 / 2002,bone,tube,,,,fragmented,"segment de diaphyse d’os
d’oiseaux décorés avec des incisions transversales",Mussi et al. 2006: p. 195 fig. 6c; Biette A. Negrino F.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
359,ztv0001,Aurignacien,Žlutava,Zlín,Czech Republic,17.487000,49.200000,,,,,flint cortex,flake,,,,almost complete,engraved flintstone cortex,Valoch K. 2010: p. 93 fig. 12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
368,stn0001,Aurignacien,Slatinice,Olomouc,Czech Republic,17.098000,49.564000,,,,,flint cortex,flake,,,,fragmented,engraved flintstone cortex,Valoch K. 2010: p. 93 fig. 12.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
369,olv0001,Aurignacien,Otaslavice,Prostějov,Czech Republic,17.074000,49.388000,,,,,flint cortex,flake,,,,fragmented,engraved flintstone cortex,Valoch K. 2010: p. 93 fig. 12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
370,kvs0001,Aurignacien,Kvasice,Kroměříž,Czech Republic,17.468000,49.246000,,,,,flint cortex,flake,,,,fragmented,engraved flintstone cortex,Valoch K. 2010: p. 93 fig. 12.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
371,ltk0001,Aurignacien,Lhotka,Olomouc,Czech Republic,17.407000,49.500000,,,,,flint cortex,flake,,,,fragmented,engraved flintstone cortex,Valoch K. 2010: p. 93 fig. 12.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
361,ztv0003,Aurignacien,Žlutava,Zlín,Czech Republic,17.487000,49.200000,,,,,slate,undetermined,,,,fragmented,pierced slab of slate with incisions and dots decorations,Valoch K. 2010: p. 93 fig. 12.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
373,sdn0001,Aurignacien,Shanidar Cave,Mergasur,Iraq,44.230978,36.802696,Level C context 3107,C14,35440±600 - 28700±700,,shell,undetermined,,,,fragmented,land snail shell decorated with sub-parallel incisions,Hunt C. O. et al. 2017: p. 318 fig. 4; Olszewski D. & Dibble H. 2006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
366,ndd0004,Aurignacien,Nová Dědina,Kroměříž,Czech Republic,17.451000,49.212000,,,,,flint cortex,flake,,,,fragmented,flake of flint with the engraved cortex,Valoch K. 2010: p. 93 fig. 12.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378,hym0002,Aurignacien,Hayonim Cave,Lower Galilee,Israel,35.218264,32.920089,D 1-2,AMS,29900 - 28980,,bone,other,,,,fragmented,notched gazelle scapula,Tejero J. M. et al. 2018: p. 5147 fig. 2; Alex B. et al. 2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
380,hym0004,Aurignacien,Hayonim Cave,Lower Galilee,Israel,35.218264,32.920089,D 1-2,AMS,29900 - 28980,,bone,other,,,,fragmented,notched gazelle scapula,Tejero J. M. et al. 2018: p. 5147 fig. 2; Alex B. et al. 2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
381,hym0005,Aurignacien,Hayonim Cave,Lower Galilee,Israel,35.218264,32.920089,D 3,AMS,29900 - 28980,,bone,other,,,,fragmented,notched gazelle scapula (missing image),Tejero J. M. et al. 2018: p. 5146 table 1; Alex B. et al. 2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
382,hym0006,Aurignacien,Hayonim Cave,Lower Galilee,Israel,35.218264,32.920089,D 3,AMS,29900 - 28980,,bone,other,,,,fragmented,notched gazelle scapula (missing image),Tejero J. M. et al. 2018: p. 5146 table 1; Alex B. et al. 2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
383,hym0007,Aurignacien,Hayonim Cave,Lower Galilee,Israel,35.218264,32.920089,D 1-2,AMS,29900 - 28980,,bone,other,,,,fragmented,notched gazelle scapula (missing image),Tejero J. M. et al. 2018: p. 5146 table 1; Alex B. et al. 2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
384,hym0008,Aurignacien,Hayonim Cave,Lower Galilee,Israel,35.218264,32.920089,D 1-2,AMS,29900 - 28980,,bone,undetermined,,,,fragmented,notched gazelle scapula (missing image),Tejero J. M. et al. 2018: p. 5146 table 1; Alex B. et al. 2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
372,brw0001,Aurignacien,Shelter Birów IV,Górze Birów,Poland,19.550000,50.460000,5 Younger cultural level,C14,34000 - 30000,,antler,rod/bâton,,,,fragmented,fragment of an antler decorated with a pointille technique,Cyrek K. 2018: p. 106 fig. 10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
351,poi0001,Aurignacien,Abri du Poisson,Gorge d'Enfer,France,0.998333,44.944167,couche b,,,1917,limestone,bloc,530.0,400.0,,complete,engraved block with vulva representation,Delluc B. & Delluc G. 1978: p. 380 fig. 93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
343,vdj0001,Aurignacien,Vindija Cave,Hrvatsko Zagorje,Croatia,16.070556,46.299167,Level G1,C14; AMS,33000+/- 400,,bone,undetermined,,,,complete,bear pubic bone with carved circular decoration,Karavanić I. 1995: p. 16 fig. 3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
345,lus0002,Aurignacien,Abri de Laussel,Dordogne,France,1.106944,44.947222,5,,,,limestone,bloc,,,,fragmented,fragmented block of limestone with a vulva engraved,Delluc B. & Delluc G. 1978: p. 365 fig. 86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
346,lus0003,Aurignacien,Abri de Laussel,Dordogne,France,1.106944,44.947222,5,,,,limestone,bloc,,,,complete,block of limestone  decorated with dots,Delluc B. & Delluc G. 1978: p. 367 fig. 87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
347,lus0004,Aurignacien,Abri de Laussel,Dordogne,France,1.106944,44.947222,5,,,,limestone,bloc,,,,complete,Engraved block of limestone decorated with dots and vulva,Delluc B. & Delluc G. 1978: p. 369 fig. 88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
344,lus0001,Aurignacien,Abri de Laussel,Dordogne,France,1.106944,44.947222,6,,,,limestone,bloc,110.0,,,almost complete,block of ochre decorated with vulvae,Delluc B. & Delluc G. 1978: p. 363 fig. 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
349,lus0006,Aurignacien,Abri de Laussel,Dordogne,France,1.106944,44.947222,,,,,limestone,bloc,150.0,,,complete,engraved limestone block,Delluc B. & Delluc G. 1978: p. 372 fig. 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
360,ztv0002,Aurignacien,Žlutava,Zlín,Czech Republic,17.487000,49.200000,,,,,flint cortex,flake,,,,fragmented,flake of flint with the engraved cortex,Valoch K. 2010: p. 93 fig. 12.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
350,ltp0001,Aurignacien,Le Terme Pialat,Saint-Avit-Sénieur,France,0.817000,44.767000,,,,,limestone,bloc,220.0,200.0,6.0,almost complete,engraving of two venus figures on a limestone block,Delluc B. & Delluc G. 1978: p. 375 fig. 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
513,vhc0037,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,bone,tube/flute,27.0,15.0,10.0,fragmented,,Dutkiewicz E. 2019: Taf. 36-2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
356,ilk0002,Aurignacien,Istállóskő Cave,Bükk Mountains,Hungary,20.418906,48.071853,,AMS,35000 - 32000,1911 - 1951,bone,spatula/lissoir,,,,fragmented,bone lissoir with incisions,Mottl M. 1942: p. 86 fig. 3.4; Patou-Mathis M. et al. 2016; Mester Z. 2004; Mester Z. 2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
355,ilk0001,Aurignacien,Istállóskő Cave,Bükk Mountains,Hungary,20.418906,48.071853,,AMS,35000 - 32000,1911 - 1951,bone,tube,,,,undetermined,bone with notches,Mottl M. 1942: p. 86 fig. 3.5; Patou-Mathis M. et al. 2016; Mester Z. 2004; Mester Z. 2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
357,ilk0003,Aurignacien,Istállóskő Cave,Bükk Mountains,Hungary,20.418906,48.071853,,AMS,35000 - 32000,1911 - 1951,bone,awl,,,,complete,Knohenpfriem,Mottl M. 1942: p. 86 fig. 3.1; Patou-Mathis M. et al. 2016; Mester Z. 2004; Mester Z. 2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
363,ndd0001,Aurignacien,Nová Dědina,Kroměříž,Czech Republic,17.451000,49.212000,,,,,flint cortex,flake,,,,fragmented,engraved flintstone cortex,Valoch K. 2010: p. 93 fig. 12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
364,ndd0002,Aurignacien,Nová Dědina,Kroměříž,Czech Republic,17.451000,49.212000,,,,,flint cortex,flake,,,,fragmented,flake of flint with the engraved cortex,Valoch K. 2010: p. 93 fig. 12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
365,ndd0003,Aurignacien,Nová Dědina,Kroměříž,Czech Republic,17.451000,49.212000,,,,,flint cortex,flake,,,,fragmented,flake of flint with the engraved cortex,Valoch K. 2010: p. 93 fig. 12.10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
348,lus0005,Aurignacien,Abri de Laussel,Dordogne,France,1.106944,44.947222,,,,,limestone,bloc,100.0,,,complete,engraved limestone block,Delluc B. & Delluc G. 1978: p. 371 fig. 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
592,vhc0112,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2012,ivory,figurine zoomorph,14.0,11.0,8.0,fragmented,,Dutkiewicz E. 2019: Taf. 27.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
620,vhc0140,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,rod/bâton,13.0,4.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 51.18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
295,trm0001,Aurignacien,Trou Magrite,Dinant Pont-à-Lesse,Belgium,4.913611,50.222200,,C14,28640±480 - 25080±320,,bone,undetermined,,,,almost complete,,Lejeune M. 2007: p. 135 fig. 1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
669,trm0008,Aurignacien,Trou Magrite,Dinant Pont-à-Lesse,Belgium,4.913611,50.222200,,C14,28640±480 - 25080±320,,bone,undetermined,,,,fragmented,engraved bone fragment,Lejeune M. 2007; Otte M. 1979: p. 161 fig. 55.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
670,trm0009,Aurignacien,Trou Magrite,Dinant Pont-à-Lesse,Belgium,4.913611,50.222200,,C14,28640±480 - 25080±320,,bone,undetermined,,,,fragmented,engraved bone fragment,Lejeune M. 2007;Otte M. 1979: p. 161 fig. 55.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
595,vhc0115,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2012,ivory,undetermined,11.0,4.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 57.12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
667,trm0006,Aurignacien,Trou Magrite,Dinant Pont-à-Lesse,Belgium,4.913611,50.222200,Niveu 1°?,C14,28640±480 - 25080±320,,ivory,undetermined,,,,almost complete,Decorated piece of worked ivory,Lejeune M. 2007; Otte M. 1979: p. 153 fig. 50.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
593,vhc0113,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2012,bone,rod/bâton,19.0,4.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 51.19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
672,trm0011,Aurignacien,Trou Magrite,Dinant Pont-à-Lesse,Belgium,4.913611,50.222200,,C14,28640±480 - 25080±320,,bone,undetermined,,,,fragmented,engraved bone fragment,Lejeune M. 2007;Otte M. 1979: p. 161 fig. 55.6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
591,vhc0111,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,DKS,C14,35810±710 - 25900±260,2012,ivory,possible figurine,28.0,13.0,8.0,fragmented,,Dutkiewicz E. 2019: Taf. 29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
590,vhc0110,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2012,ivory,undetermined,17.0,8.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 57.10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
589,vhc0109,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2012,ivory,possible flute,17.0,3.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 32.16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
